date,locality,state,type,claims,size_mean,arrests
2016-07-09,Chicago,IL,demonstration,Judicial standards; More police accountability; Stop police brutality; racial justice; Equal treatment; Racial justice; police violence; Stop police violence against black men; Justice for Alton and Philando; Justice for Philando Castile; Police violence; Presidential action on police violence; Racial Justice; police brutality; Stop police violence; Police Brutality; Stop police-involved shootings; More checks and balances on police; Justice for Alton Sterling; Police brutality; Police accountability,50.0,4
2016-07-09,Columbia,MO,demonstration,Police accountability; Racial justice; Police violence; Racial discrimination,200.0,0
2016-07-09,Columbus,GA,demonstration,End to violence in communities; Police brutality; Stop Police Brutality; Racial Justice; Racial justice; Police Brutality,16.0,2
2016-07-09,Dallas,TX,demonstration,Police brutality; Racial justice; Stop police killings of black men,,0
2016-07-09,Dover,DE,demonstration,police violence; Community accountability; racial justice; police brutality; Police accountability,,0
2016-07-09,Eastvale,CA,demonstration,Police brutality; Stop police violence; Racial justice,100.0,0
2016-07-09,Fairbanks,AK,demonstration,More inclusive historical education; Stop racial violence; Promote social justice; Racial justice; Police violence,,0
2016-07-09,Fort Lauderdale,FL,demonstration,Stop police brutality; Police brutality; Racial injustice; racial injustice; police brutality; Black Lives Matter; Racial justice; Justice for black victims of police violence,600.0,0
2016-07-09,Fort Pierce,FL,demonstration,Police brutality; Police accountability; Transparency in police shooting investigation,,0
2016-07-09,Fort Wayne,IN,demonstration,Stop violence; Police brutality; Community violence; Address gang violence; Racial justice; Address police violence,,0
2016-07-09,Fresno,CA,demonstration,Police Violence; Police violence; Racial justice; Use of non-lethal force; Racial discrimination; Stop police shootings; Police reform; Restrict use of force; Police brutality; Racial injustice; Police Accountability; Racial Justice; Stop police violence; Police accountability; End police brutality; Protect civilian lives,,0
2016-07-09,Grand Rapids,MI,demonstration,Police brutality; Legislative changes to prevent police brutality; Racial justice,,0
2016-07-09,Greensboro,NC,demonstration,Peace; Police brutality,,0
2016-07-09,Greenville,SC,demonstration,Civil Rights; Racial justice; Police misconduct; Hear our voices; Racial discrimination; Police Relations; racial justice; police brutality; Police accountability; Get action; Police violence,,5
2016-07-09,Indianapolis,IN,demonstration,Police reform; Racial justice; Justice for victims; Police brutality,,0
2016-07-09,Las Vegas,NV,demonstration,Stop police killings; Police brutality; Racial injustice; Community unity; Peace; Racial justice,,3
2016-07-09,Lexington,KY,demonstration,unity; police brutality; police disarmament; racial tensions,150.0,0
2016-07-09,Little Rock,AR,demonstration,Police brutality; End racial strife; Racial equality,300.0,0
2016-07-09,Marion,IN,demonstration,Police brutality; Racial discrimination; Racial justice; End police violence,,0
2016-07-09,Minneapolis,MN,demonstration,End racist policing; police violence; racial discrimination; Racial discrimination; Justice for Philando Castile; Police reform; Police brutality; Racial injustice; racial justice; Police accountability; police brutality; Racial justice; Police violence,,0
2016-07-09,Moreno Valley,CA,demonstration,Police brutality; Racial justice; Raise awareness about violence,150.0,0
2016-07-09,Morristown,NJ,demonstration,police brutality; Justice for Alton Sterling; racial justice; Justice for Philando Castile,,0
2016-07-09,Multiple,US,demonstration,Racial Discrimination; End Police Violence; Police Brutality; Racial Justice,,0
2016-07-09,Myrtle Beach,SC,demonstration,Police brutality; Racial justice; Stop police violence; Promote peace,,0
2016-07-09,Nashville,TN,demonstration,Police brutality; Racial justice; Police accountability,,0
2016-07-09,New Orleans,LA,demonstration,Confederate symbols; Racial injustice; Remove Confederate monuments; End police violence; Police violence,150.0,0
2016-07-09,New York,NY,demonstration,Police Violence; Justice for victims; justice for Delrawn Small; NOT PROVIDED; Racial discrimination; Police brutality; Racial injustice; Racial Justice; police brutality; Police accountability; Justice for police shooting victims,500.0,12
2016-07-09,Newark,NJ,demonstration,Police accountability; Racial justice; Police violence; Racial injustice,,0
2016-07-09,Newport,RI,demonstration,Transparent rules of engagement for law enforcement; Address disproportionate police shootings of people of color; Changes in law enforcement; Police brutality; Racial Inequality; Racial justice; Police Brutality,150.0,0
2016-07-09,North Las Vegas,NV,demonstration,Stop police killings; Police brutality; Racial injustice; Promote racial unity; Racial justice; End police brutality,,3
2016-07-09,Philadelphia,PA,demonstration,Justice; Racial justice; End stop and frisk; Police brutality; Challenge systemic racism; Stop police violence; Police accountability,,1
2016-07-09,Pittsburgh,PA,demonstration,End police violence against Black people; racial justice; police brutality; End of police violence against Black people; Police accountability,1.0,0
2016-07-09,Pittsfield,MA,demonstration,Promote community dialogue; Seek understanding; Racial Justice; Police Brutality; Address police violence,,0
2016-07-09,Portsmouth,NH,demonstration,Address racial divide; Police brutality; racial justice; Racial injustice; Recognize victims of police violence; End racial divide; police brutality; Stop police violence,100.0,0
2016-07-09,Rochester,NY,demonstration,Racial justice; Police accountability,,0
2016-07-09,Saint Paul,MN,demonstration,Police brutality; Stop police violence; Racial injustice,100.0,100
2016-07-09,Salt Lake City,UT,demonstration,District Attorney Sim Gill's resignation; racial justice; police brutality; Stop police brutality,200.0,0
2016-07-09,San Francisco,CA,demonstration,End to police brutality; police brutality; Racial justice; Police Brutality; Police violence,,0
2016-07-09,South Bend,IN,demonstration,Racial unity; Stop police violence; Racial justice; Police violence,,0
2016-07-09,Spokane,WA,demonstration,Racial justice; Stop police violence; Police accountability; Improve police-community relations,,0
2016-07-09,Springfield,IL,demonstration,Stop police violence against black men; Stop discriminatory treatment of black people; Racial Justice; Racial justice; Police Brutality; Police violence,100.0,0
2016-07-09,St. Paul,MN,demonstration,Police Violence; Justice for victims; racial justice; Racial justice; police violence; Racial discrimination; Justice for Philando Castile; Racial injustice; Stop Police Brutality; Justice for police violence victims; End racial profiling; End racial inequities in criminal justice; End police brutality; Police violence; Stop police killings; Justice for victims of police violence; racial discrimination; Racial inequality; Police reform; Racial Justice; police brutality; Stop police violence; Police Brutality; Combat racial profiling; Justice for Philando; Police brutality; Police accountability,1.0,0
2016-07-09,Staten Island,NY,demonstration,Police brutality; Bring about peace; Community safety; Mitigate community tensions,,0
2016-07-09,West Palm Beach,FL,demonstration,Police brutality; Racial justice; Justice for black victims of police violence,,0
2016-07-09,Winston-Salem,NC,demonstration,Recognition of Black lives' equal value; Peaceful resolution to racial tensions; End to violence; Equal treatment by police; Racial Justice; Racial justice; Police Brutality; Police violence,,0
2016-07-10,Atlanta,GA,demonstration,Police Violence; Racial justice; Police brutality; Racial injustice; Stop Police Shootings; Racial Justice; Justice for victims of police shootings; Police accountability; Police violence,100.0,9
2016-07-10,Baton Rouge,LA,demonstration,Police Violence; Justice; Justice for victims; Stop police brutality; racial justice; Racial justice; Police Reform; police violence; End of racial violence; NOT PROVIDED; Racial discrimination; Justice for police killing victims; Racial injustice; Stop Police Brutality; Arrest of officers involved in Alton Sterling's death; End police brutality; End Police Brutality; Arrest and indictment of officers involved in Alton Sterling's death; Police violence; Justice for victims of police brutality; Accountability for police killings; Accountability for police violence; Racial Justice; Stop police violence; Police Brutality; Police killings; Stop police killings of Black people; No racist police; Justice for Alton Sterling; Protect right to peaceful assembly; Arrest of officers involved in Alton Sterling shooting; Police brutality; Police Accountability; Justice for Police Killings; Police accountability,300.0,50
2016-07-10,Birmingham,AL,demonstration,Racial equality; Police brutality; End to police violence; Recognition of black lives; Racial justice,,0
2016-07-10,Bridgeport,CT,demonstration,Police Violence; Community policing; racial justice; Less militarized police; Kinder approach to minority suspects; End to Police Violence; police brutality; Black Lives Matter,300.0,0
2016-07-10,Chicago,IL,demonstration,End to racial profiling; Racial justice; Justice for Alton Sterling; Justice for Philando Castile; Police brutality; Racial injustice; Police accountability,100.0,1
